F_15;F_14;F_21;F_25;F_79;F_26;F_75;F_24;F_76;F_78;F_27;F_19;F_23;F_70;F_52;F_65;F_64;F_77;F_51;F_22;F_20;F_13;F_62;F_39;F_66;F_63;F_53;F_3;F_50;F_57;F_38;F_11;F_72;F_49;F_37;F_74;F_59;F_18;F_40;F_6;F_44;F_80;F_71;F_60;F_73;F_8;F_46;F_61;F_48;F_32;F_33;target
0.013933671;0.0096336576;0.599432;0.0305912854;-0.1585389999999999;0.0480819658;-1.9716799999999992;0.613903;-0.146003;0.191701;0.277952;2.3674094269;-0.02923448945815107;-4.3100000000000005;0.24833;0.220306;-0.060711;-0.1861720000000001;0.0290959999999999;0.6930329999999999;4.5940043226;0.0275615796684499;-0.7242189999999997;-0.032953;-0.068165;-0.079076;-0.044358;-21.67;-0.007572;-4.52;-0.029927;0.0709132995375411;-23.28;-1.1527200000000004;-0.011546;0.0069840025186225;-14.61999999999999;0.9227365985672767;-0.04727;0.0581604482571634;-2.42;-0.22154;-0.0212963859111457;0.0242535712846244;-0.0090477535271504;-0.0193810764;0.0;0.0035734853046087;-0.022980546293255;-4.186674445494383;0.12239528994151601;0
0.0133964685;0.0092066229;0.596143;0.0305140235;-0.1655390000000001;0.0477983506;-2.207303;0.60715;-0.145136;0.185232;0.277185;2.3694489334;-1.3344065180467684;-3.49;-0.028958;0.2140829999999999;-0.058345;-0.1933689999999999;0.0177929999999999;0.686089;4.1509161176;0.0260087969695558;-0.591189;-0.028395;-0.0698469999999999;-0.079177;-0.038523;-21.67;-0.004805;-2.25;-0.0496150000000001;0.0710769482637054;-21.0;-1.5294429999999988;-0.012885;0.00470759710695;-21.599999999999994;0.9075569280700084;-0.078439;0.0614625085368391;-2.1900000000000013;-0.2098649999999999;-0.0169414504731253;0.015760469069794;-0.0111293164932988;-0.0172166526;0.480000000000004;0.0031741234105266;-0.0231099659488087;-3.1866744454943827;4.252319150960775;0
0.0125867552;0.0092066229;0.592732;0.0303075026;-0.166304;0.0508091854;-2.02863;0.606389;-0.1488439999999999;0.1834529999999999;0.274112;3.1861100286;-1.3451154486597119;-4.289999999999999;-0.033374;0.2135059999999999;-0.0511259999999998;-0.1683169999999999;0.007766;0.6869310000000001;4.1477245381;0.0243602334508638;-0.7638400000000001;-0.0263649999999999;-0.067431;-0.072851;-0.0432110000000001;-21.67;-0.0098989999999999;-2.76;-0.0526789999999999;0.0620758027533806;-30.61;-1.523390000000001;-0.0142529999999999;0.0037187926806029;-27.3;0.908343242625676;-0.087509;0.0671548588049604;-2.879999999999999;-0.2129439999999999;-0.0140660757337177;0.0041831813772883;-0.0213004055344463;-0.0064222209;-17.689999999999998;0.0021809256525206;-0.0221471602222413;-3.1866744454943827;4.286445026483615;0
0.0124657974;0.0088890467;0.587054;0.0294930949;-0.1749549999999999;0.0538577134;-2.1804559999999995;0.597738;-0.154522;0.176965;0.27265;3.1562130599;-1.0821124318481685;-3.77;-0.0483859999999999;0.208905;-0.050159;-0.1747609999999999;-0.0030319999999999;0.6804870000000001;5.4282364137;0.0241894417997461;-0.6309950000000004;-0.032667;-0.06828;-0.067367;-0.0589049999999999;-21.67;-0.014291;-2.1099999999999994;-0.0495939999999998;0.0528641428727327;-33.88000000000001;-1.6695460000000004;-0.0154279999999999;0.0045502904825563;-20.44000000000001;0.8851000118662519;-0.0887459999999999;0.0698307830751775;-1.85;-0.2144059999999999;-0.0147972229822225;-0.004750318258616;-0.0308970766303082;0.0025438902;-20.16000000000001;0.0033179631727938;-0.0181388193857748;-5.186674445494383;5.612564897418678;0
0.0124465959;0.0064090372;0.587556;0.029424659;-0.1790999999999999;0.0535843881;-2.769806000000001;0.588114;-0.1631139999999999;0.167107;0.279398;2.5891141715;-1.4647745043355012;-4.700000000000001;-0.054663;0.203767;-0.043297;-0.1536089999999998;-0.0078139999999999;0.6755680000000001;6.3608498521;0.0235760767154716;-0.7623899999999999;-0.0345429999999999;-0.0807129999999999;-0.066433;-0.068357;-21.67;-0.008965;-2.200000000000001;-0.0478239999999999;0.0367147041347594;-35.86999999999999;-0.980716000000001;-0.012498;0.0038961523334408;-18.36;0.902578310170483;-0.076562;0.0727171442477797;-1.8900000000000008;-0.228611;-0.0134211458180059;-0.0185755261264567;-0.0457014073689303;0.0149342238;-19.539999999999992;0.0031230972602932;-0.0163675716109006;-5.186674445494383;7.597308490048645;0
0.0119990079;0.0066969011;0.592578;0.030138389;-0.1781069999999999;0.0534701288;-2.823168000000001;0.5898760000000001;-0.157837;0.171647;0.294465;1.9630689985;0.7236499257220038;-4.079999999999998;-0.051792;0.2063199999999999;-0.0375700000000001;-0.144258;-0.001406;0.690329;6.844389738;0.0226811288584368;-0.6274189999999997;-0.029478;-0.0807949999999999;-0.069133;-0.0649419999999999;-21.67;-0.0064989999999999;-1.6099999999999994;-0.020469;0.0364282320655394;-44.400000000000006;-0.981318;-0.0024119999999999;0.0030104607770543;-11.940000000000012;0.8947027248572472;-0.0584739999999999;0.0738912996972749;-1.2300000000000004;-0.200983;-0.0135053417988608;-0.0195305117635464;-0.0453496109582157;0.0263919957;-1.9100000000000108;0.0021252210378962;-0.0138582271497306;-3.1866744454943827;-2.3060367257822176;0
0.0109204126;0.0066938299;0.588834;0.0315510565;-0.184439;0.0532252827;-2.285352;0.589491;-0.163273;0.169315;0.269777;1.8524143632;0.9807131047290097;-5.520000000000001;-0.0453679999999999;0.205853;-0.0279579999999999;-0.147729;-0.0022119999999999;0.689686;7.6434716271;0.0205689430331992;-0.371874;-0.0216379999999999;-0.081682;-0.063618;-0.0625199999999999;-21.67;-0.008163;-1.5700000000000005;-0.011438;0.0373874389085238;-36.25999999999999;-0.5681200000000004;-0.0011079999999999;0.0008991395673051;-6.36999999999999;0.900069744190115;-0.051869;0.0767942419236123;-1.6799999999999995;-0.216509;-0.0098637382302361;-0.020309705056029;-0.0436062209328213;0.0364955622;2.550000000000012;0.0005865335682213;-0.0115039607592446;-6.186674445494383;-6.067352703388421;0
0.0111464086;0.0066938299;0.583907;0.0317763201;-0.1944589999999999;0.0534373787;-2.0715470000000007;0.576837;-0.158626;0.165586;0.268198;1.9471882525;0.3353070921076196;-5.350000000000001;-0.0506079999999999;0.202651;-0.0351589999999999;-0.148631;-0.008922;0.682485;8.9007873117;0.0208074103195943;0.0020299999999995;-0.0268259999999999;-0.0962489999999999;-0.068545;-0.0702749999999999;-21.67;-0.012481;-1.6099999999999994;-0.021715;0.0393389157309709;-20.379999999999995;-1.0006620000000002;-0.006808;0.0011898308971024;-4.819999999999993;0.8856873465581713;-0.067303;0.0799600324601842;-1.1300000000000008;-0.186168;-0.0041252470633484;-0.0200420349516596;-0.0336024155964896;0.0004813203;5.0;0.0006340108646855;-0.0059772008260377;-3.1866744454943827;-1.0685145418123827;0
0.0111215247;0.0069959791;0.592175;0.0303517504;-0.203601;0.0536709762;-2.159274;0.563856;-0.152161;0.1614179999999999;0.277844;2.0534315204;-0.09144972902249106;-3.870000000000001;-0.063103;0.2034099999999999;-0.034208;-0.1485359999999999;-0.0087039999999998;0.6812290000000001;9.1116239209;0.0204965507726965;0.1045650000000009;-0.025422;-0.1086719999999999;-0.0520789999999999;-0.0818269999999999;-21.67;-0.009556;-1.8100000000000005;-0.017097;0.0432664239981145;-11.36;-0.6563349999999986;-0.0120639999999999;0.0010353866512697;-1.2700000000000102;0.8835560855169112;-0.0750359999999999;0.0824134184028158;-1.3200000000000005;-0.179803;-0.0059915483495291;-0.0180832066614911;-0.0135080109279317;-0.0066026038;8.89;0.0007370847729668;0.0008480008132262;-6.186674445494383;0.5657697015908314;0
0.0112670266;0.0072386648;0.595263;0.0338603358;-0.206374;0.0543257177;-1.741280999999999;0.562896;-0.1452689999999999;0.1409659999999999;0.279774;1.9244067118;0.6224542165123004;-3.74;-0.084511;0.185912;-0.0344309999999999;-0.1459280000000001;-0.0291610000000002;0.6839029999999999;8.5367086705;0.0201198306795829;-0.2396229999999999;-0.042748;-0.1069890000000001;-0.0563869999999999;-0.084313;-21.67;-0.0187319999999999;-2.110000000000001;-0.0188160000000001;0.0459870597592648;-13.0;-0.4912349999999996;-0.0087329999999999;0.0013658550118348;-2.5999999999999943;0.9009907855474156;-0.058236;0.0856792751493456;-1.16;-0.1587679999999999;-0.0081209773536904;-0.0167049976713314;-0.0086597472224738;-0.0125821854;7.510000000000005;-0.0002635571439909;0.0020023847095015;-5.186674445494383;-3.228467378274576;0
0.0113908333;0.0069456767;0.59066;0.033899303;-0.209378;0.0547386337;-1.7315629999999995;0.5570599999999999;-0.143877;0.136701;0.269829;2.9972784177;-0.4715867928758555;-4.290000000000001;-0.0798749999999999;0.182211;-0.040886;-0.1468209999999999;-0.0343140000000001;0.67875;7.290372799;0.0190743145218655;-0.0262150000000005;-0.0437009999999999;-0.1139730000000001;-0.055251;-0.0972800000000001;-21.67;-0.0233349999999999;-2.110000000000001;-0.0142829999999999;0.0480860463604584;-13.580000000000013;-0.7898980000000009;-0.008772;0.0012376526693701;-2.730000000000004;0.9053329922601088;-0.056843;0.0894689570715748;-1.33;-0.179304;-0.0030573940245337;-0.0157388876506169;-0.0103300489643139;-0.0116763941;7.489999999999995;-0.0011835475683999;0.0020951398174018;-4.186674445494383;1.9743803745659965;0
0.0120770434;0.0065585937;0.584983;0.0291929786;-0.2121149999999999;0.0539051281;-1.666580999999999;0.554726;-0.1402209999999999;0.1269659999999999;0.274569;2.6383176072;0.36754332715702;-3.27;-0.087381;0.172512;-0.0518460000000001;-0.148835;-0.044089;0.675904;7.016589537;0.0191994586053673;-0.354830999999999;-0.048234;-0.114835;-0.0633349999999999;-0.1043339999999999;-21.67;-0.0253129999999999;-1.4400000000000013;-0.010185;0.0493165315932916;-24.47;-1.0098939999999992;-0.0111599999999999;0.0022406352356083;-11.97;0.8858891811902657;-0.0524239999999999;0.0904764267082929;-0.7000000000000011;-0.1808599999999999;-0.0046643903562326;-0.0148314734695723;-0.011783678826991;0.0207979442;-2.2900000000000063;-0.0004160829771629;-0.0023524814715227;-3.1866744454943827;-1.1712409282632572;0
