F_15;F_14;F_21;F_25;F_79;F_26;F_75;F_24;F_76;F_78;F_27;F_19;F_23;F_70;F_52;F_65;F_64;F_77;F_51;F_22;F_20;F_13;F_62;F_39;F_66;F_63;F_53;F_3;F_50;F_57;F_38;F_11;F_72;F_49;F_37;F_74;F_59;F_18;F_40;F_6;F_44;F_80;F_71;F_60;F_73;F_8;F_46;F_61;F_48;F_32;F_33;target
0.0400605872;0.0321714832;1.369371;0.0585914517;0.151822;0.1285372779;2.721502;0.738145;0.5949709999999999;0.0686449999999999;0.898725;4.3044902529;0.3909110294410824;11.52;0.123233;0.155827;0.0595799999999998;-0.0729580000000001;-0.0694520000000002;0.5319589999999998;7.278580592;0.0308186907275257;3.725337;0.001278;0.2666250000000001;0.5421779999999999;0.0524230000000001;11.47;0.2487249999999998;9.490000000000002;-0.126881;0.0686106832858329;45.64;2.027959;0.0297189999999998;0.0193409481696677;55.53999999999999;1.240915992301882;-0.017892;0.1202794947039577;-2.379999999999999;0.516095;0.0540586224943761;0.0281633697977497;0.0082998621206552;0.3679142194;14.83999999999999;0.0169951413937793;0.002235554264439;-3.1866744454943827;-1.2457061879817997;0
0.0396181175;0.0323914437;1.37362;0.0596517901;0.176907;0.1295820813;2.691809000000001;0.7561490000000001;0.605843;0.1007179999999999;0.86312;4.5151385935;0.15253797156618393;13.939999999999998;0.1377659999999999;0.1707149999999999;0.0697940000000001;-0.0652289999999999;-0.088085;0.537355;10.3725568532;0.0292471930591536;3.763734;0.0384039999999999;0.284951;0.54488;0.070255;11.47;0.2321649999999999;10.949999999999998;-0.1050519999999999;0.0659431000371047;48.400000000000006;1.5768720000000007;0.04021;0.0178251618968464;58.2;1.238062048648712;0.0069919999999999;0.11852002390936;1.639999999999997;0.481377;0.0565025442566062;0.0262783636305564;0.005632278871927;0.2635049067;16.0;0.0149065417764295;0.0009144713287538;-5.186674445494383;-0.7911647990898749;0
0.0408772844;0.0341320646;1.379365;0.0615552656;0.181277;0.12958189;2.4738419999999994;0.761886;0.614968;0.113839;0.846174;4.0444122804;1.0475948211245651;12.999999999999998;0.151501;0.1709899999999999;0.0741260000000002;-0.0520719999999997;-0.0794639999999998;0.5474180000000002;10.7371881918;0.0277774725729108;3.47694;0.0444059999999999;0.2860979999999999;0.5442269999999999;0.076469;11.47;0.247398;9.12;-0.0679229999999999;0.0488313721141025;44.6;1.5740669999999994;0.088211;0.0158972698280023;51.6;1.220695106440338;0.016104;0.1142031010693599;2.43;0.4645249999999999;0.0534236207979334;0.0065634015738416;-0.0116358890333376;0.2233131405;23.599999999999994;0.0120979464494587;0.0002331792282055;-5.186674445494383;-5.433533287959041;0
0.0398264634;0.0336710918;1.409522;0.0594285806;0.1937820000000002;0.1294212059;2.517376;0.7808890000000002;0.639076;0.120668;0.781413;3.293172784;-1.222139616162156;14.67;0.185594;0.198918;0.0664309999999999;-0.050564;-0.051138;0.5430679999999999;10.8693634739;0.0262306326681184;3.44329;0.0623839999999999;0.3060540000000001;0.56773;0.1054690000000002;11.47;0.3167309999999999;9.170000000000002;-0.0748550000000001;0.0377621934371849;50.10000000000001;1.963459;0.1149559999999998;0.0138653103361837;46.10000000000001;1.225274507413145;0.0306750000000002;0.108383950401922;4.780000000000001;0.407964;0.0466959988274081;-0.034765936314296;-0.0227114453565339;0.2678258761;24.0;0.0080171145898519;-0.0011526151569712;-4.186674445494383;5.116700699812412;0
0.0395853235;0.0332567166;1.418989;0.0604213349;0.2170729999999999;0.1295040071;2.798096;0.8041799999999999;0.6485430000000001;0.1366799999999999;0.788697;3.4069812993;0.35738143370736586;15.82;0.1839279999999999;0.2099689999999999;0.0727269999999998;-0.036721;-0.0338209999999999;0.5569109999999999;10.0165836507;0.027137519438045;3.624706;0.0783959999999999;0.3267159999999999;0.56747;0.1245679999999999;11.47;0.3000660000000001;12.54;-0.0629080000000001;0.0394846599883856;53.60000000000001;1.4417879999999998;0.122028;0.0143267207790859;41.30000000000001;1.263792651780329;0.0539659999999999;0.1090760329582821;0.8999999999999986;0.415248;0.0465644675930889;-0.0716708748054242;-0.0208459335812633;-0.2035433735;1.9000000000000057;-0.0081157446418605;-0.0003284214329218;-6.186674445494383;-2.211002583211505;0
0.0387444731;0.0331729366;1.420641;0.0603054624;0.2290059999999998;0.1296778688;2.1362999999999994;0.8187229999999999;0.645792;0.152464;0.805547;3.0245492013;-0.3744170888967034;13.71;0.16765;0.218018;0.079519;-0.0428829999999998;-0.0624429999999999;0.5547660000000001;7.9746289437;0.0275917756285408;3.338048999999999;0.083162;0.3445049999999999;0.569077;0.1366509999999998;11.47;0.2844230000000001;10.56;-0.0830579999999998;0.0454847307384808;55.900000000000006;0.7465599999999988;0.1128550000000001;0.0136697145072369;54.0;1.215130727764073;0.0603409999999999;0.106911360411319;-3.030000000000001;0.437201;0.0447540805535187;-0.071912567099089;-0.0124043391926928;-0.1928490018;7.099999999999994;-0.0163851870275785;-0.0041334863785949;-4.186674445494383;1.5675624580402268;0
0.0387125325;0.0331854621;1.430419;0.0602222762;0.243919;0.1300658634;2.176836;0.831359;0.6561120000000001;0.1659669999999999;0.828614;2.9659497457;-1.2775838494670615;12.920000000000002;0.172892;0.223689;0.086696;-0.025702;-0.037764;0.5668549999999999;9.6487054482;0.0281626780496904;3.446032;0.078744;0.3531009999999999;0.5774300000000001;0.1426719999999999;11.47;0.2900740000000001;8.29;-0.0882990000000001;0.0524060939209209;53.6;0.8020829999999997;0.1130280000000001;0.0129256073351713;39.3;1.21374596677198;0.0669899999999998;0.1067524334454609;-1.6099999999999994;0.4798699999999999;0.0417541756719015;-0.0964254042544287;-0.0060097013972596;-0.2518342255;12.799999999999995;-0.0241966973002979;-0.0054872033322092;-3.1866744454943827;4.071243805073027;0
0.0390709201;0.0331706202;1.430503;0.0693096436;0.2535420000000001;0.1301417735;1.7338649999999998;0.8410580000000001;0.6564540000000001;0.1655810000000001;0.816201;2.5758738742;0.9448911054846261;13.250000000000002;0.155119;0.219233;0.0916749999999999;-0.0309400000000001;-0.0373980000000001;0.5663829999999999;10.3007977699;0.0289991766436923;2.751429;0.0711790000000001;0.363705;0.5722800000000001;0.1433760000000001;11.47;0.277444;10.03;-0.0978350000000001;0.0551305726173412;50.1;0.0114319999999992;0.0895490000000001;0.0130366072422325;37.5;1.134468200953241;0.0669480000000002;0.1053005853132063;-2.919999999999998;0.4836709999999999;0.0398745696392922;-0.1125388812862076;-0.0036390521362093;-0.2643201612;15.299999999999995;-0.0402986173087389;-0.0036550948375062;-3.1866744454943827;-3.0110603396227953;0
0.0396973671;0.0330942835;1.470376;0.0698823449;0.2622760000000002;0.1279517274;1.8822690000000009;0.8510630000000001;0.7013719999999999;0.1865109999999999;0.80572;2.3984999187;-1.1360257207185738;12.78;0.1505259999999999;0.2338679999999999;0.100267;-0.023661;-0.0311809999999999;0.573356;14.1507679259;0.0291004515589306;2.981592000000001;0.0718719999999999;0.3785090000000001;0.6208929999999999;0.1516670000000002;11.47;0.221746;11.28;-0.046424;0.0555073697818439;56.0;-0.925262;0.0889179999999998;0.0126051992945854;45.10000000000001;1.137184542266196;0.0669890000000001;0.0943273459056009;-5.75;0.4724129999999999;0.0260000309242442;-0.1155010926026686;0.0032596204049893;-0.4551905047;20.700000000000003;-0.0479274670986262;-0.0045831613837449;-3.1866744454943827;3.6201441336382176;0
0.0348602653;0.0278591463;1.457236;0.0637729083;0.2693059999999998;0.1233351776;2.235580999999999;0.8574119999999998;0.689828;0.186303;0.80029;2.3423171301;0.9744942233383628;14.48;0.121057;0.234895;0.102877;-0.0191819999999999;-0.0521910000000001;0.577548;14.9596440917;0.0245161649410341;3.2744159999999995;0.099553;0.3827489999999998;0.6109169999999999;0.1261659999999997;11.47;0.1232649999999999;12.54;-0.042232;0.057191647293166;57.3;-2.0037400000000005;0.0757779999999999;0.0072042784843931;51.0;1.163641445584286;0.1205909999999998;0.080238460957502;-4.349999999999998;0.4519289999999999;0.0167039545598754;-0.1096092067498617;0.0144345261829051;-0.4129682755;11.799999999999995;-0.0585636559908255;-0.0151470676335223;-5.186674445494383;-5.054384285470982;0
0.0326142348;0.0272146351;1.44676;0.0638470066;0.269969;0.1207568843;2.393708;0.8569840000000001;0.678274;0.190641;0.72108;3.4206335235;-1.2464653929169023;8.440000000000001;0.115125;0.242947;0.0979660000000002;-0.0211529999999998;-0.073739;0.5754680000000001;17.4183820945;0.0185939320038994;3.217153;0.096843;0.3866020000000001;0.601511;0.1248749999999999;11.47;0.1345499999999999;6.9300000000000015;0.0435090000000002;0.0555597360980098;52.60000000000001;-1.1751810000000005;0.0773890000000001;0.0007358152707496;46.30000000000001;1.159759006549312;0.118839;0.0750189202427059;-9.639999999999995;0.355562;0.0123662483801979;-0.1062473168126052;0.014435496875113;-0.0380458775;7.5;-0.0682037979765774;-0.025236585272217;-5.186674445494383;6.465010200635212;0
0.0296040245;0.0265095343;1.400014;0.0608396185;0.2507479999999999;0.1147499251;1.8136990000000008;0.841113;0.6336680000000001;0.166292;0.694788;4.7789315231;-1.219930520976227;8.56;0.089812;0.206752;0.068357;-0.039227;-0.106969;0.554945;17.7463479493;0.0161997223483469;2.6984390000000005;0.058161;0.368383;0.5523950000000001;0.0928639999999998;11.47;0.0610240000000001;7.1800000000000015;0.0175899999999999;0.0568784925086949;44.05;-1.3792740000000006;0.026394;-0.0016591346361;37.85;1.06318407660637;0.0849639999999999;0.0822203789539172;-6.299999999999997;0.3051349999999999;0.0196644373871342;-0.1024756279452906;0.0154591105677751;-0.3238573764;-3.25;-0.0725989109281553;-0.0272408649987934;-6.186674445494383;7.547312979402273;0
0.0291256421;0.0249648237;1.388053;0.0607277863;0.2424089999999999;0.1128221485;2.264788;0.829309;0.626845;0.154965;0.75954;4.6431004674;-0.4145018539012191;9.58;0.0664409999999999;0.2006279999999999;0.056953;-0.038551;-0.1126559999999998;0.546184;19.3352987974;0.0144281281791537;3.2352609999999995;0.0386579999999999;0.3539029999999999;0.537557;0.0732719999999998;11.47;0.0484009999999999;5.779999999999999;-0.0012340000000001;0.0575830421832856;55.8;-1.1635090000000012;0.008688;-0.0036846178934127;47.39999999999999;1.094434830837071;0.067423;0.087871972154273;-4.800000000000001;0.367829;0.025825142462426;-0.0987249345219409;0.0155221363902555;-0.3332171518;4.399999999999992;-0.075806887302719;-0.0281846854077549;-3.1866744454943827;1.320882465437061;0
0.0289642263;0.0194990287;1.354954;0.0585982068;0.2262250000000001;0.1130066589;1.6388800000000003;0.8071490000000001;0.59763;0.152536;0.766222;5.2130076554;-0.7248400831640234;8.85;0.07486;0.179307;0.0792579999999998;-0.009929;-0.076715;0.5656919999999999;19.1117107358;0.0120975592612061;2.765802;0.006004;0.329944;0.488866;0.057992;11.47;0.021544;4.789999999999999;0.0226239999999999;0.0611577989397683;42.0;-0.9497389999999992;-0.0545679999999999;-0.0055470698835793;26.90000000000001;1.015691789592912;0.0262599999999999;0.0982943508819145;-3.890000000000001;0.3746299999999999;0.0360660880683122;-0.0929667814904706;0.0170765729904351;-0.4372421067;-9.399999999999991;-0.0830353306200307;-0.0304998525840523;-5.186674445494383;3.7595095364168634;0
0.0299880568;0.0170637333;1.343868;0.0606403268;0.2130129999999999;0.1129423022;1.373329;0.7952379999999999;0.5865440000000001;0.134405;0.797347;5.5735453607;-0.7698113104859878;9.22;0.0550199999999999;0.164876;0.0639469999999999;-0.0219499999999999;-0.0616700000000001;0.553671;19.2902903792;0.0102417422621879;2.6214880000000003;-0.0256339999999999;0.3173079999999998;0.4733170000000001;0.0494559999999999;11.47;0.0527140000000001;3.620000000000001;-0.0032399999999999;0.0644920757521322;41.6;-0.431712000000001;-0.075121;-0.007089378355818;26.5;1.006995877700046;-0.008942;0.1058664904688056;-3.25;0.405755;0.0448569793439185;-0.0872849575355171;0.0186447845531167;-0.4145434104;-8.600000000000009;-0.0853233950149023;-0.0301640591229579;-5.186674445494383;3.9927606519502152;0
0.0287924353;0.0172895509;1.355291;0.0588703061;0.211289;0.1132722777;1.6741640000000002;0.79281;0.593047;0.1436969999999999;0.796107;7.3682774452;0.1532455649723529;7.860000000000001;0.0632979999999999;0.320656;0.0694709999999999;-0.0101980000000002;-0.0554730000000001;0.5624499999999999;14.4713323129;0.009638190758811;2.681337;-0.02063;0.331883;0.476916;0.042596;11.47;0.0607249999999999;1.9500000000000028;0.0076839999999998;0.0635053105601388;45.6;-0.4151380000000007;-0.06535;-0.0079195460818317;27.5;1.03765552029612;-0.0259129999999998;0.1126314640009862;-2.119999999999997;0.384156;0.055033384229367;-0.0867208736209713;0.0158172436609663;-0.4836392846;2.0999999999999943;-0.0856248744170466;-0.0272013953977738;-6.186674445494383;-0.9480804206998047;0
0.0280134476;0.0171171795;1.353529;0.0596599332;0.2025159999999999;0.112208004;1.3776229999999998;0.7822479999999999;0.597254;0.124213;0.805277;7.6884042205;1.0341681837296741;7.039999999999999;0.042161;0.295101;0.070645;0.0007249999999999;-0.054319;0.5655000000000001;11.0508116151;0.0088752808427514;2.1632100000000003;-0.0488389999999999;0.3180179999999999;0.46868;0.032034;11.47;0.0565679999999999;-1.2600000000000016;-0.0013549999999997;0.0629650442772089;44.8;-0.8119880000000004;-0.0768900000000001;-0.0092615343907093;27.700000000000003;0.981616878732966;-0.049111;0.125374596716097;-5.09;0.375493;0.0677382108794217;-0.083579587874162;0.0132582403704607;-0.504701532;1.0;-0.0843258348731094;-0.0259803607917921;-3.1866744454943827;-3.295557323434692;0
0.0265106366;0.0166440322;1.350408;0.0598387505;0.203914;0.1053482337;1.6586730000000005;0.779987;0.595659;0.136719;0.781321;6.9020846684;-1.1486224505065308;6.15;0.045445;0.29299;0.0628469999999999;0.0036549999999998;-0.07261;0.5652139999999999;9.2523474377;0.0089383912202518;1.769265;-0.045281;0.3140069999999999;0.458322;0.021605;11.47;0.0426220000000001;1.4700000000000006;-0.0011689999999999;0.0646194532785322;45.3;-1.1089449999999994;-0.080095;-0.0092010315182503;23.89999999999999;0.9803879058836784;-0.0610710000000001;0.1359355703677927;-9.3;0.355953;0.0805582441634665;-0.0781330352887129;0.0103217604155984;-0.7077734941;-3.299999999999997;-0.0817176778039926;-0.0258200387002663;-5.186674445494383;5.95753071156336;0
0.0270824059;0.0169931231;1.337127;0.0600068819;0.2175289999999999;0.0574248016;2.0053019999999995;0.7868179999999999;0.586372;0.144146;0.813701;5.8962937994;0.8826906718654458;7.6;0.036856;0.2903349999999999;0.0852150000000001;0.0234;-0.0662799999999999;0.5888740000000001;8.6205681427;0.0088426779396847;2.29666;-0.0568589999999999;0.3156079999999999;0.4486759999999999;0.0224489999999998;11.47;0.0197359999999999;2.460000000000001;0.0155180000000001;0.0663102582872311;46.5;-1.1392740000000003;-0.1332489999999999;-0.0092926371366074;28.200000000000003;1.00421855672012;-0.0642450000000002;0.1440294708409261;-5.809999999999999;0.397452;0.0894937850545025;-0.0692292598671604;0.007604650528671;-0.698571028;-3.799999999999997;-0.0787171316992399;-0.0259937411162991;-3.1866744454943827;-2.8128478073098835;0
0.0254981537;0.0170060627;1.346077;0.0611250378;0.224352;0.056884447;2.06599;0.797135;0.593434;0.126693;0.78322;4.9719736423;0.9081542178853068;7.07;0.018554;0.279654;0.0776569999999999;0.0194539999999998;-0.084813;0.579405;9.3880865506;0.0086105789823128;2.501236;-0.073215;0.3282969999999999;0.461561;0.0230250000000001;-4.26;0.0051229999999999;1.6099999999999994;0.0018569999999999;0.0680025756668041;47.7;-0.8372660000000014;-0.111159;-0.0094080432695262;27.40000000000001;1.040519359611559;-0.0602769999999998;0.1500724341179889;-7.219999999999999;0.36881;0.0964718922617541;-0.0608864668608993;0.0051689782977897;-0.6802652456;-5.399999999999992;-0.0751373661403799;-0.0257555113107925;-4.186674445494383;-3.802146056588352;0
0.0232250425;0.0168944393;1.337904;0.0609355022;0.226141;0.0531878713;1.9505240000000008;0.7964640000000001;0.589214;0.124245;0.800318;4.1659482919;-0.7848343869834241;8.149999999999999;0.0028949999999999;0.267071;0.0598979999999998;0.0236629999999999;-0.043139;0.576641;9.2939901623;0.0084103072875919;2.1810610000000006;-0.075492;0.298408;0.44062;0.0123900000000001;-4.26;-0.043554;3.089999999999998;0.0011729999999998;0.0702816378302765;46.39999999999999;-0.8805239999999994;-0.108856;-0.0098215600347009;27.599999999999994;1.038150903455207;-0.06052;0.1549649057867461;-4.890000000000001;0.366135;0.0989760173482225;-0.0516743835841932;0.0035189701569141;-0.7248143342000001;-7.400000000000006;-0.0704525944623929;-0.0258893022602122;-3.1866744454943827;2.5010116849453268;0
0.0242003274;0.0172237629;1.319295;0.0622508589;0.2337549999999999;0.0532632438;1.8828390000000008;0.7989269999999999;0.5725830000000001;0.1239639999999999;0.779565;4.0468917424;-0.7422291232320248;8.91;0.0207969999999999;0.267678;0.0600499999999998;0.0241719999999999;-0.046162;0.573618;7.8359329456;0.0086773650420921;2.3465160000000003;-0.056767;0.3016999999999999;0.4217890000000001;0.0621059999999999;-4.26;-0.0621629999999999;3.880000000000001;0.0186729999999999;0.0733015284254995;44.3;-0.631183;-0.0807189999999999;-0.0098349432932625;28.3;1.049730937253035;-0.042186;0.158492055502934;-4.579999999999998;0.3361359999999999;0.0975645270532669;-0.0393076842028123;0.0035642936589653;-0.6594481197000001;-9.200000000000005;-0.0629432198743591;-0.0249190172869592;-5.186674445494383;3.8497008261692445;0
0.0239290528;0.0162235466;1.30074;0.0619397354;0.2369549999999999;0.0476769737;1.7776120000000004;0.7975909999999999;0.557752;0.1226939999999999;0.773257;3.6117217149;0.39097742460220064;7.220000000000001;0.013529;0.265663;0.067416;0.0353430000000001;0.0490250000000003;0.5809840000000002;5.6669747606;0.0098002444008764;2.3220600000000005;-0.0516339999999999;0.297828;0.403234;0.0594459999999998;-4.26;-0.0686309999999998;3.5200000000000014;0.0348000000000001;0.0758916352584331;41.25;-0.9180919999999996;-0.0873129999999999;-0.0089427133839215;28.5;1.032137981740329;-0.031718;0.1626387323227571;-4.34;0.304932;0.1017466098328067;-0.0207092440605848;0.0057166991374055;-0.5017512822;-8.239999999999995;-0.0549137897248177;-0.0210184463266492;-5.186674445494383;-2.0278726169494408;0
0.0231282889;0.0160569873;1.283963;0.0613809139;0.2422349999999999;0.0422304117;1.458482;0.798924;0.538584;0.1147089999999999;0.777015;4.3328372267;-0.159421909379743;5.779999999999999;-0.011306;0.2545599999999999;0.0672779999999999;0.0347699999999999;0.041679;0.579034;5.3593315763;0.013669021004535;1.931394;-0.047762;0.2968849999999999;0.3871679999999999;0.0427749999999998;-4.26;-0.0896570000000001;1.4299999999999995;0.0133420000000001;0.0804332233404726;37.8;-1.3737320000000004;-0.070991;-0.005335324474598;21.599999999999994;0.9758048464009474;-0.0082250000000001;0.1680751810008738;-7.669999999999998;0.301684;0.1078943137573408;0.0026191957862468;0.0098925287202237;-0.5235700852;-15.400000000000006;-0.0425948661307964;-0.0155781720546185;-5.186674445494383;0.8268695434318342;0
0.0217918627;0.0130844741;1.283963;0.0592937424;0.245491;0.0408251777;1.3233740000000005;0.797494;0.539032;0.112616;0.777015;3.8479035365;0.8610693287823076;6.010000000000002;-0.0273889999999999;0.250958;0.071212;0.038608;0.0316159999999998;0.579034;4.6119814905;0.0171961364782453;2.0184370000000005;-0.038003;0.2973410000000001;0.3869599999999999;0.035608;-4.26;-0.0954019999999999;2.74;0.025363;0.0844888657887631;38.1;-1.2485979999999994;-0.0599050000000001;-0.0020890034888514;23.69999999999999;0.9597775484946268;0.0022560000000001;0.1715520106798475;-6.529999999999998;0.287252;0.1111132544585017;0.0233252683536373;0.0139972726263942;-0.4948956604;-12.400000000000006;-0.0289545350278189;-0.0105813360946654;-5.186674445494383;-4.466086283394196;0
0.0218097341;0.0138104045;1.276017;0.0595304031;0.236601;0.0411428793;1.3266109999999998;0.7909980000000001;0.524148;0.106873;0.766126;3.2301410832;0.5871898252206911;5.16;-0.0517969999999999;0.245104;0.0598989999999999;0.023621;0.0272190000000001;0.570287;5.0363030064;0.0217720751701072;2.016705;-0.0527109999999999;0.288564;0.377768;0.0101089999999999;-4.26;-0.1335049999999999;0.9600000000000009;0.007837;0.0917125995322436;29.500000000000007;-1.2611809999999997;-0.079274;0.001580850923205;17.0;0.9770996462854834;-0.0018119999999999;0.1716133549978799;-10.11;0.2788549999999999;0.1116791536800946;0.032164320298948;0.0226842814528897;-0.6286270836;-25.5;-0.01346113443314;-0.0044585574980111;-4.186674445494383;-2.4583726359057803;0
0.0210584119;0.0147757406;1.261733;0.0580387063;0.2280219999999998;0.0405061527;0.8610339999999992;0.7789449999999999;0.503155;0.085627;0.791157;2.7892444208;-1.474594105577909;6.250000000000002;-0.0883789999999999;0.2150629999999999;0.0504999999999998;0.0181779999999999;0.0106789999999998;0.5675899999999998;5.1278311559;0.0262173745329892;1.5464919999999998;-0.052144;0.2692929999999999;0.354423;-0.025235;-4.26;-0.157256;-0.8999999999999986;0.0020899999999997;0.0999333969607498;25.0;-1.7503000000000002;-0.0917959999999999;0.0060335919763961;8.5;0.9500245503896748;-0.003303;0.161336015697645;-10.709999999999996;0.320448;0.1006667532796289;0.0407636576904673;0.0325935524897344;-0.3883153349;-33.80000000000001;-0.0059471407103861;-0.0009201449050557;-3.1866744454943827;4.699051353721768;0
0.0219529702;0.0154685129;1.251139;0.0572002533;0.208061;0.040953967;0.6646859999999997;0.778097;0.493737;0.085137;0.766826;2.4063535258;0.5393907499580136;8.569999999999999;-0.103007;0.2025989999999999;0.041865;0.020333;0.0071769999999999;0.5619430000000001;6.650497703;0.0296166347333695;1.1564259999999995;-0.06529;0.256737;0.3294829999999999;-0.0406259999999998;-4.26;-0.169502;2.2399999999999984;-0.0032709999999998;0.1077874538196268;21.10000000000001;-1.6061169999999994;-0.099269;0.0101623365900883;5.400000000000006;0.9257969314542096;-0.0018899999999999;0.1520271672318898;-6.390000000000001;0.305497;0.0905423301184913;0.051618937555925;0.043210060112264;-0.3403731364;-41.1;0.0012510935347063;0.0020248591048287;-5.186674445494383;-2.7976442189432795;0
0.0219249507;0.0188248362;1.240811;0.0575699013;0.191178;0.0409553452;0.9251950000000004;0.7654380000000001;0.4847730000000001;0.070349;0.764203;2.5954715657;0.0012140929330611634;7.65;-0.1183889999999999;0.193257;0.0499990000000002;0.0166070000000001;-0.0084789999999996;0.5583760000000002;6.4988947928;0.0342678455704024;1.1480810000000004;-0.0765009999999999;0.24096;0.3205080000000001;-0.0659209999999999;-4.26;-0.189608;2.1900000000000013;-0.0304979999999999;0.114493487911197;23.5;-1.7026139999999996;-0.0963159999999998;0.0156097825050943;4.099999999999994;0.9099457117469688;-0.0213799999999998;0.1427000164175495;-7.23;0.3248379999999999;0.0824653309349236;0.0650395344702993;0.0556357941957124;-0.297864809;-44.900000000000006;0.0091852135445121;0.0061051675207119;-5.186674445494383;1.224290815105105;1
0.0228139473;0.0185444943;1.210606;0.0496498024;0.1841459999999999;0.0424130893;1.1300359999999996;0.756545;0.456779;0.059022;0.777561;3.3279880048;1.051027600583719;8.7;-0.125917;0.1882189999999999;0.0410679999999998;0.0191999999999997;-0.0075389999999999;0.5588439999999999;5.5633719373;0.0383961367669959;1.4862969999999995;-0.073292;0.231849;0.301506;-0.084513;-4.26;-0.219897;4.1;-0.020561;0.1199157658843067;24.4;-0.975606;-0.1354709999999999;0.0211961026784988;6.200000000000003;0.9321142382926806;-0.04059;0.1294337549622989;-5.510000000000002;0.3568059999999999;0.0700758993664277;0.0777119269456576;0.0719040229644588;-0.2321218795;-42.8;0.0132531943966075;0.0093969601233036;-4.186674445494383;-4.400310396873133;0
0.0255845936;0.0188061425;1.225291;0.0536170704;0.1810290000000001;0.0432835396;1.5644800000000003;0.7511070000000001;0.4748489999999998;0.0694049999999999;0.784649;4.8132832707;0.35619033506129283;9.37;-0.1368059999999999;0.1878559999999999;0.0638280000000001;0.0255280000000001;-0.0113679999999998;0.5619880000000002;5.7997447211;0.0410137205441503;1.849659;-0.067829;0.226558;0.2990369999999999;-0.099956;-4.26;-0.245085;4.43;-0.0146529999999998;0.118329291603405;26.5;-0.5353720000000006;-0.112613;0.0251502335087894;11.700000000000005;0.9775005680254992;-0.0453569999999999;0.11156698349828;-4.900000000000002;0.367858;0.058255122832503;0.0757431380292517;0.0758616658716819;-0.0893625005;-40.60000000000001;0.0166148610681065;0.0119132689852196;-3.1866744454943827;-1.1350626384719038;0
0.0300549281;0.0194738141;1.244821;0.0553351494;0.1888189999999999;0.0424719103;1.6557839999999997;0.757272;0.492181;0.077763;0.796839;4.838699526;0.3748841709678764;8.219999999999999;-0.135514;0.194484;0.0668889999999999;0.0299789999999998;-0.012242;0.5653059999999999;5.1796664828;0.0426502645439297;2.0071249999999994;-0.0567579999999999;0.2295469999999999;0.3138879999999999;-0.1001399999999999;-4.26;-0.212415;2.9099999999999984;-0.008312;0.1098223789647786;33.0;-0.6702829999999995;-0.0744740000000001;0.028641651168792;23.700000000000003;0.9861041260926506;-0.041655;0.065384209219658;-7.940000000000001;0.381198;0.0176238457122288;0.06650639848701;0.0706146992118583;-0.1590030817;-28.099999999999994;0.0187736747358505;0.0181340996028956;-5.186674445494383;-1.9444021495794317;0
0.0298862562;0.0206663874;1.276813;0.0551606003;0.2025390000000001;0.0350269885;1.8171;0.7693000000000001;0.534109;0.094546;0.777205;5.8521998342;-0.5277987419824635;8.06;-0.1203309999999999;0.201321;0.030399;0.018943;-0.0293270000000001;0.546141;5.5052705621;0.0432273707550922;2.101165;-0.0370169999999999;0.234852;0.33555;-0.0876839999999999;-4.26;-0.169947;2.5;-0.0348430000000001;0.1055278125123693;33.4;-0.4895589999999998;-0.023927;0.0293918715175019;20.89999999999999;0.9975678352196868;-0.0282909999999998;0.0614382846612012;-1.8500000000000008;0.355064;0.0205825832943245;0.0656534746725711;0.0670549421944017;-1.1790812329;-22.10000000000001;0.0206992752108252;0.0246334387511927;-3.1866744454943827;1.6819227634395995;0
0.0288671011;0.0204715514;1.283605;0.0567741157;0.2050729999999999;0.0358587518;1.9252130000000005;0.769253;0.5426270000000001;0.116948;0.787279;6.8003013449;-1.0777344909665985;11.86;-0.0810549999999999;0.220091;0.054306;0.049346;0.0161;0.571045;10.2951129881;0.044206508401119;2.540438;-0.0115879999999999;0.2318019999999999;0.3406500000000001;-0.07186;-4.26;-0.1164089999999999;7.73;-0.007989;0.1041729508032495;35.7;0.319013;-0.0003579999999998;0.0263023489561421;26.89999999999999;1.019134586444107;-0.029671;0.0789523799677072;2.93;0.3435429999999999;0.0406746654235379;0.0649723554977551;0.0669350430119048;-0.6751495839;-10.450000000000005;0.0262501010991879;0.028006786052772;-6.186674445494383;6.667592434290952;0
0.0293350919;0.0213003668;1.329528;0.0586488575;0.215926;0.0362464783;2.721723999999999;0.777819;0.5847420000000001;0.1229649999999999;0.794049;7.0467158643;0.49164757351730376;10.03;-0.0689959999999999;0.207853;0.0041920000000001;0.027589;0.001014;0.5471980000000001;9.6236368195;0.0445000559536934;2.967504;-0.0029489999999999;0.227747;0.373391;-0.0514899999999999;-4.26;-0.0585249999999999;4.690000000000001;-0.0318359999999999;0.0923548717306189;37.400000000000006;0.356344;0.045565;0.024768721965832;25.200000000000003;1.060838840163337;-0.0196749999999999;0.0838604849695362;1.1900000000000013;0.331929;0.0409808861333923;0.0537023168676739;0.0575110627300856;-0.6408202841;-21.39999999999999;0.0316971756745122;0.0300719277745397;-5.186674445494383;-2.55001590575152;0
